id,Unnamed: 0,id,Star_name_x,Distance_x,Mass_x,Radius_x,Star_name_y,Distance_y,Mass_y,Radius_y,Luminosity
0,0,0,SDSS J000013.54+255418.6 [de],46.1,0.045820224,0.1017353699999999,Sun,0.000015813,0.000954588,0.102763,1
1,1,1,2MASS J00040288-6410358,192.0,0.018137172,0.1675036899999999,Sirius,0008.6,0.0020046348,0.17572473,25.4
2,2,2,LHS 102BC,0.0,0.0,0.0,Canopus,0310,0.01431882,7.296173,"13,500"
3,3,3,2MASS J00242463-0158201,37.7,0.075412452,0.11201167,Alpha Centauri,0004.4,0.0010500468,0.1233155999999999,2
4,4,4,2MASS J00250365+4759191AB,143.0,0.0,0.0,Arcturus,0037,0.0010500468,2.671838,170
5,5,5,2MASS J00274197+0503417,236.0,0.029592228,0.1479787199999999,Vega,0025,0.0021000936,0.2774601,50
6,6,6,2MASS J00275592+2219328,46.9,0.0,0.0,Capella,0043,0.0024819288,1.233156,150
7,7,7,2MASSW J0030300-145033,87.2,0.051547752,0.1007077399999999,Rigel,0860,0.021955524,8.1080007,"120,000"
8,8,8,2MASS J00332386-1521309 [de],131.0,0.027683052,0.1469510899999999,Procyon,0011.4,0.001431882,0.1952496999999999,7.7
9,9,9,2MASS J00345157+0523050,31.0,0.040092696,0.0965972199999999,Betelgeuse,0640[1],0.01909176,97.62485,"60,000"
10,10,10,2MASS 0036+1821,28.6,0.040092696,0.0965972199999999,Achernar,0144,0.0063957396,0.9556959,"3,000"
11,11,11,2MASSW J0045214+163445,57.0,0.021955524,0.16647606,Hadar,0390,0.010023174,0.8837617999999999,"42,000"
12,12,12,WISEP J004701.06+680352.1 [fr],40.0,0.011455056,0.1335918999999999,Altair,0017,0.0017182584,0.1849733999999999,10.5
13,13,13,2MASS J00501994-3322402 [de],34.0,0.03818352,0.0965972199999999,Acrux,0320,0.017182584,0.9145907,"25,000"
14,14,14,2MASS J00034227-2822410,0.0,0.0,0.0,Aldebaran,0065,0.001431882,4.521572,520
15,15,15,2MASS J00584253-0651239 [de],96.0,0.027683052,0.1469510899999999,Antares,0600,0.011455056,69.87884,"75,000"
16,16,16,CFBDS J005910.90–011401.3,30.0,0.021955524,0.0,Spica,0260,0.01091094084,0.7676396099999999,"20,512"
17,17,17,2MASSI J0103320+193536,70.0,0.049638576,0.1007077399999999,Pollux,0034,0.0018137172,0.9043144,43
18,18,18,SDSSp J010752.33+004156.1 [de],51.0,0.049638576,0.1007077399999999,Fomalhaut,0025,0.0018137172,0.1849733999999999,16.6
19,19,19,2MASSI J0117474-340325 [de],163.0,0.01909176,0.16647606,Deneb,"2,600",0.018137172,20.860889,"200,000"
20,20,20,2MASS J01415823-4633574 [de],130.0,0.01909176,0.16544843,Mimosa,0350,0.015273408,0.8632092,"34,000"
21,21,21,SDSS J015141.69+124429.6,70.0,0.044865636,0.0996801099999999,Regulus,0077,0.0036274344,0.3185653,290
22,22,22,DENIS-P J020529.0−115925A,65.0,0.0,0.0,Adhara,0430,0.01193235,1.438682,"39,000"
23,23,23,DENIS-P J020529.0−115925B,65.0,0.0,0.0,Shaula,0700,0.013841526,0.9043144,"36,000"
24,24,24,DENIS-P J020529.0−115925C,65.0,0.0,0.0,Castor,0052,0.0026728464,0.2466311999999999,30
25,25,25,SDSS J020742.48+000056.2 [de],111.0,0.044865636,0.0996801099999999,Gacrux,0088,0.001431882,8.632092,820
26,26,26,2MASS J02103857-3015313,101.0,0.01431882,0.15722739,Bellatrix,0240,0.0082094568,0.5960253999999999,"9,200"
27,27,27,2MASS J02340093-6442068,155.0,0.01909176,0.16647606,Elnath,0130,0.00477294,0.4316046,700
28,28,28,2MASS J02411151-0326587 [de],152.0,0.025773876,0.1448958299999999,Miaplacidus,0110,0.003341058,0.6987884,290
29,29,29,2MASS J02431371−2453298,35.0,0.031501404,0.1017353699999999,Alnilam,"2,000",0.030546816,4.316046,"380,000"
30,30,30,LP 771-21,53.0,0.074457864,0.11098404,Gamma Velorum,"01,100",0.008591292,0.616578,"170,000"
31,31,31,2MASS J02511327+0047364,0.0,0.0,0.0,Alnair,0101,0.003818352,0.3493942,260
32,32,32,2MASS J02535980+3206373,184.0,0.06204822,0.1952496999999999,Alioth,0081,0.0027683052,0.4316046,110
33,33,33,WISE J0254+0223,24.0,0.06204822,0.1952496999999999,Alnitak,01050,0.031501404,2.05526,"120,000"
34,34,34,DEN 0255-4700,16.2,0.07636704,0.0996801099999999,Dubhe,0120,0.004056999,3.08289,300
35,35,35,2MASS J03185403-3421292 [de],45.0,0.046774812,0.0996801099999999,Mirfak,0590,0.008113998,6.987883999999999,"5,000"
36,36,36,2MASS J03205965+1854233,47.0,0.084003744,0.1181774499999999,Wezen,"1,600",0.016227996,20.5526,"82,000"
37,37,37,2MASS J03231002-4631237,192.0,0.021955524,0.17058658,Sargas,0270,0.0054411516,2.671838,"1,800"
38,38,38,SDSS J032553.17+042540.1,59.0,0.04295646,0.0976248499999999,Kaus Australis,0140,0.003341058,0.6987884,360
39,39,39,2MASS J03264225-2102057 [de],80.0,0.017182584,0.1335918999999999,Avior,0630,0.008591292,13.35919,"60,000"
40,40,40,2MASS J03284265+2302051 [de],98.0,0.051547752,0.1007077399999999,Alkaid,0104,0.0058229868,0.3493942,"1,350"
41,41,41,2MASS J03341218-4953322,27.0,0.069684924,0.10687352,Menkalinan,081,0.00228146532,0.28465351,50
42,42,42,LP 944-20,20.9,0.069684924,0.1469510899999999,Atria,0390,0.006682116,9.454196,"5,500"
43,43,43,2MASP J0345432+254023,88.0,0.070639512,0.10790115,Alhena,0109,0.0026728464,0.3391178999999999,120
44,44,44,Teide 1,380.0,0.05250234,0.3884441399999999,Peacock,0180,0.0056320692,0.4932623999999999,"2,200"
45,45,45,2MASS J03510004-0052452,48.0,0.097367976,0.1305090099999999,Alsephina[2],0080,0.0022910112,0.2980126999999999,90
46,46,46,2MASS J03552337+1133437,29.8,0.01909176,0.13564716,Mirzam,0500,0.012886938,1.0276299999999998,"27,000"
47,47,47,DENIS-P J035726.9-441730 [de],130.0,0.0,0.0,Polaris,0430,0.0051547752,4.007757,"2,500"
48,48,48,2MASS J04151954−0935066,18.6,0.02863764,0.0976248499999999,Alphard,0180,0.002863764,5.13815,780
49,49,49,SDSSp J042348.57-041403.5 [de],50.0,0.0,0.0,Mintaka,01200,0.022910112,1.6955895,"190,000"
50,50,50,2MASS J04285096-2253227 [de],85.0,0.07636704,0.11201167,Scheat,0196,0.0020046348,9.762485,"1,500"
51,51,51,2MASS J04351612-1606574,34.0,0.0954588,0.1294813799999999,Almaaz,0653,0.01431882,14.386819999999998,"43,000"
52,52,52,2MASS J04362788-4114465,142.0,0.037228932,0.2024431099999999,Rasalgethi,0360,0.0026728464,28.77364,"8,300"
53,53,53,2MASS J04390101-2353083 [de],29.5,0.045820224,0.0996801099999999,Tau Ceti,011.9,0.000747442404,0.0917673589999999,0.52
54,54,54,2MASS J04414489+2301513,470.0,0.018137172,0.0,Delta Pavonis,019.92,0.000945996708,0.12537086,1.22
55,55,55,2MASS J04433764+0002040,82.0,0.021000936,0.1829181399999999,Ran,010.48,0.00078276216,0.07604462,0.34
56,56,56,2MASS J04455387-3048204 [de],42.0,0.061093632,0.102763,V382 Carinae,"08,900",0.01909176,49.840055,"212,000"
57,57,57,2MASS J04510093-3402150 [de],69.0,0.068730336,0.10687352,Eta Carinae,"07,500",0.0954588,0.0,"5,000,000"
58,58,58,2MASS J05002100+0330501 [de],44.0,0.061093632,0.102763,Delta Cephei,0887,0.004295646,4.5729535,"2,000"
59,59,59,2MASS J05012406-0010452 [de],64.0,0.020046348,0.1418129399999999,Mu Cephei,"06,000",0.0183280896,99.885636,"135,000"
60,60,60,2MASS J05160945-0445499 [de],73.0,0.044865636,0.0996801099999999,Titawin,044.25,0.00121232676,0.15208924,3.57
61,61,61,2MASS J0523−1403,40.0,0.064911984,0.10379063,Rho Cassiopeiae,"08,154",0.021000936,0.0,"347,000 - 530,000"
62,62,62,2MASS 0532+8246,81.0,0.079230804,0.0,P Cygni,"05,545",0.02863764,7.809988,"610,000"
63,63,63,SDSS J053951.99-005902.0,41.62,0.058229868,0.10379063,La Superba,"01,000",0.0,0.0,"2,472 - 5,800"
64,64,64,2MASS J05591914-1404488 [de],34.0,0.0,0.0,VV Cephei,"04,900",0.0173735016,0.0,"200,000"
65,65,65,LSR 0602+3910 [de],34.6,0.026728464,0.1448958299999999,61 Cygni,011.41,0.0006682116,0.068337395,0.153
66,66,66,2MASS J06085283-2753583,102.0,0.036274344,0.15517213,R Doradus,0178,0.0,30.623374,"4,350"
67,67,67,WISEP J061135.13-041024.0A,69.0,0.06204822,0.0,Polaris Australis,0281,0.00151779492,0.38433362,38
68,68,68,WISEP J061135.13-041024.0B,69.0,0.050593164,0.0,R Coronae Borealis,"04,566",0.0008113998,8.734855,"10,000"
69,69,69,2MASS J06244595-4521548 [de],39.0,0.053456928,0.1017353699999999,54 Piscium,036.1,0.00072548688,0.0965972199999999,0.52
70,70,70,2MASS J06411840-4322329 [de],65.0,0.063957396,0.10379063,Mira,0300,0.0011455056,38.02231,"9,000"
71,71,71,DENIS-P J0652197-253450 [de],51.0,0.0715941,0.10790115,RW Cephei,"014,000",0.0132687732,0.0,"417,000"
72,72,72,2MASS J07003664+3157266 [de],40.0,0.0,0.0,Lacaille 8760,012.87,0.0005727528,0.05240913,0.072
73,73,73,2MASS J07075327-4900503,60.0,0.068730336,0.10584589,V838 Monocerotis,"019,896",0.0,0.0,"15,000"
74,74,74,UGPS J072227.51-054031.2,13.4,0.024819288,0.1007077399999999,HD 140283,0190,0.0,0.1438681999999999,3.83
75,75,75,2MASSI J0727182+171001 [de],29.6,0.039138108,0.0965972199999999,II Pegasi,0130,0.0007636704,0.3493942,1.06
76,76,76,2MASS J07290002-3954043 [de],25.8,0.035319756,0.0965972199999999,VY Canis Majoris,"03,900",0.016227996,0.0,"178,000 - 270,000"
77,77,77,SDSS J074201.41+205520.5 [de],49.0,0.041047284,0.0965972199999999,Pistol Star,"025,000",0.0954588,32.884159999999994,"1,700,000"
78,78,78,2MASS J0746425+200032 [fr],49.6,0.0,0.0,S Doradus,"0169,000",0.022910112,39.04994,"910,000"
79,79,79,DENIS-P J0751164-253043 [de],55.0,0.067775748,0.10584589,UY Scuti,"05,100",0.0,77.58606499999999,"86,300 - 87,100"
80,80,80,2MASS J07522390+1612157,60.0,0.064911984,0.2065536299999999,Barnard's Star,05.98,0.00013364232,0.0205526,0.0035
81,81,81,DENIS J081730.0-615520,16.1,0.042001872,0.0965972199999999,Luhman 16,06.52,3.818352e-05,0.0,?
82,82,82,DENIS J082303.1−491201A,67.0,0.042001872,0.0,Proxima Centauri,04.25,0.00011455056,0.0154144499999999,0.0017
83,83,83,DENIS J082303.1−491201B,67.0,0.026728464,0.0,KIC 8462852,"01,470",0.00136506084,0.16236554,4.68
84,84,84,2MASS J08251968+2115521 [de],35.0,0.049638576,0.1007077399999999,R136a1,"0163,000",0.27683052,3.288416,"8,710,000"
85,85,85,SDSSp J083008.12+482847.4 [de],43.0,0.045820224,0.1017353699999999,Melnick 42,"0163,000",0.180417132,2.1682993,"3,600,000"
86,86,86,LHS 2021,55.0,0.084003744,0.1181774499999999,WR 102,"018,134",0.018137172,0.04007757,"282,000"
87,87,87,SDSS J083048.80+012831.1 [de],77.0,0.043911048,0.0986524799999999,VFTS 352,"0164,000",0.05486971824,1.48698061,"330,000"
88,88,88,2MASSI J0835425-081923 [de],23.53,0.059184456,0.102763,YBP 1194,"02,772",0.00096413388,0.1017353699999999,0.98
89,89,89,2MASSI J0847287-153237 [de],43.0,0.061093632,0.102763,Gliese 1214,047.5,0.00015273408,0.02158023,0.0033
90,90,90,2MASS J08533619-0329321,27.6,0.073503276,0.10995641,NML Cygni,"05,251",0.0477294,0.0,"229,000"
91,91,91,2MASSI J0859254-194926 [de],50.0,0.0477294,0.1007077399999999,VB 10,018.72,7.15941e-05,0.0102763,0.0004
92,92,92,2MASSW J0920122+351742 [de],95.0,0.0,0.0,WOH G64,"0163,000",0.0,0.0,"340-589,000"
93,93,93,2MASSI J0937347+293142,20.0,0.040092696,0.0965972199999999,TRAPPIST-1,039.6,8.4958332e-05,0.0123315599999999,0.0005
94,94,94,2MASS 0939−2448,17.4,0.030546816,0.0976248499999999,2MASS J0523-1403,040.3,6.682116000000001e-05,0.0088376179999999,0.00013
95,95,95,2MASS J09490860-1545485 [de],59.0,0.046774812,0.0986524799999999,WISE 0855−0714,07.27,2.8637640000000003e-06,0.0,?
96,96,96,2MASS J10073369-4555147,46.0,0.042001872,0.0965972199999999,Icarus,"014,400,000,000",0.031501404,0.0,"850,000"
